campaign_id,category,category_id,goal_amount,duration_days,profile_score,content_length,image_count,has_video,story_word_count,owner_campaign_count,owner_credential_approved,has_budget_report,early_views,early_backers,success,launch_seq
474,Y tế,3,208398072.69261605,9,65.70651298830764,6590,0,0.0,2059,1,0.0,0.0,269,4,0,473
475,Khởi nghiệp,1,50514115.45778812,60,74.38342233950786,1847,4,0.0,4529,0,0.0,1.0,269,10,1,474
476,Môi trường,0,123859289.58558434,75,55.21483032231969,12358,5,0.0,3017,1,0.0,0.0,313,5,0,475
477,Văn hóa,4,17364898.686109953,43,83.27703065468717,8518,11,0.0,3871,2,0.0,1.0,315,7,1,476
478,Giáo dục,2,146293889.0261935,15,39.16123547715192,12231,1,0.0,1878,1,0.0,0.0,291,18,1,477
479,Khởi nghiệp,1,246788383.36414322,20,62.12678124724537,10309,4,0.0,4667,1,1.0,1.0,275,11,1,478
480,Giáo dục,2,91691001.6671077,113,100.0,5797,10,0.0,3631,1,1.0,0.0,265,10,0,479
481,Giáo dục,2,500000000.0,98,66.4615948525055,12491,6,0.0,2675,1,1.0,0.0,310,9,0,480
482,Văn hóa,4,51795999.52165804,113,90.66429013212345,19046,7,1.0,2980,0,1.0,0.0,307,7,1,481
483,Y tế,3,147091940.4597598,67,63.830403563464166,6676,5,0.0,3191,1,0.0,0.0,319,7,0,482
484,Văn hóa,4,115636995.19781056,69,73.61554190659594,6492,6,0.0,968,3,1.0,1.0,316,5,1,483
485,Y tế,3,108766856.25075652,96,60.86433611214617,10564,7,0.0,1408,0,1.0,0.0,318,7,0,484
486,Công nghệ,5,107327336.31043617,77,58.59184837671591,16181,3,0.0,3494,1,0.0,0.0,294,8,0,485
487,Môi trường,0,132454504.01586823,56,46.41035206549161,10863,8,0.0,2315,0,1.0,0.0,267,7,1,486
488,Giáo dục,2,267749073.318421,40,70.60602717915107,16723,1,1.0,3962,3,0.0,1.0,290,8,0,487
489,Văn hóa,4,442897721.536742,62,44.96925621628464,1944,6,1.0,2724,1,1.0,0.0,336,7,0,488
490,Môi trường,0,119384778.52083708,14,75.31170472626859,2419,6,0.0,516,0,1.0,0.0,300,6,1,489
491,Giáo dục,2,259573450.9672557,28,83.70574008891819,8423,3,0.0,3391,1,1.0,0.0,311,8,1,490
492,Giáo dục,2,61424626.82429804,91,69.3306281447446,5034,5,0.0,3127,0,0.0,0.0,284,7,0,491
493,Văn hóa,4,247682360.82872298,105,56.275025328886166,952,3,0.0,1950,0,1.0,0.0,328,8,0,492
494,Công nghệ,5,58008960.75564099,18,71.07931158617393,4696,2,0.0,3994,0,0.0,1.0,299,11,0,493
495,Môi trường,0,337179820.9344712,18,55.82653888907175,5786,4,1.0,1883,0,1.0,0.0,334,7,1,494
496,Khởi nghiệp,1,500000000.0,16,80.71094250930298,18433,2,0.0,750,3,0.0,1.0,325,9,0,495
497,Văn hóa,4,106538854.37877502,97,25.37187831569753,15754,6,0.0,781,0,1.0,0.0,301,8,0,496
498,Khởi nghiệp,1,14903157.835558502,42,55.287852637627076,7346,2,0.0,4527,2,1.0,0.0,288,8,0,497
499,Giáo dục,2,71081005.94312681,44,22.183760097520043,19181,7,0.0,2005,0,0.0,0.0,315,8,0,498
500,Công nghệ,5,385588531.22124135,8,32.0987833954559,16811,1,1.0,2191,2,0.0,0.0,328,8,1,499
501,Công nghệ,5,202332501.20245114,117,89.2772445962782,5387,3,0.0,1666,0,1.0,0.0,275,9,0,500
502,Công nghệ,5,151556328.44688112,56,79.90369963943371,9821,3,0.0,3741,1,0.0,0.0,316,14,0,501
503,Môi trường,0,311913024.1489312,97,47.610395334304194,18473,9,0.0,3106,1,0.0,0.0,272,6,0,502
504,Môi trường,0,189562769.91310385,87,31.949930879182062,9415,6,1.0,4515,5,0.0,1.0,296,9,1,503
505,Khởi nghiệp,1,380439959.1027481,23,2.709423243166974,7732,4,0.0,4493,2,0.0,0.0,275,5,0,504
506,Văn hóa,4,286558279.65308225,98,51.130089841347306,18116,6,0.0,4950,0,1.0,0.0,300,12,0,505
507,Khởi nghiệp,1,500000000.0,69,100.0,13378,0,0.0,1779,2,1.0,0.0,304,7,0,506
508,Giáo dục,2,168232293.1613833,75,70.69768542927295,9097,5,0.0,3002,5,0.0,0.0,294,4,1,507
509,Văn hóa,4,282728160.7976709,29,50.80855427901021,17459,11,1.0,1863,0,0.0,1.0,325,5,1,508
510,Giáo dục,2,89364072.03525217,103,71.30160419000613,15024,5,0.0,3580,0,0.0,0.0,321,12,0,509
511,Công nghệ,5,67565781.97241887,113,30.780832940111143,7282,5,0.0,3791,1,0.0,0.0,286,12,0,510
512,Giáo dục,2,500000000.0,53,56.05353274604729,8775,7,0.0,1408,1,1.0,0.0,320,7,1,511
513,Giáo dục,2,146919362.89614365,17,63.98954946031477,1424,8,0.0,4326,1,0.0,0.0,292,12,1,512
514,Công nghệ,5,257012823.26031393,103,60.27798696357903,2486,0,0.0,1592,0,1.0,1.0,266,7,1,513
515,Y tế,3,134564340.90859434,108,77.81612243380161,19110,0,1.0,4919,3,1.0,0.0,289,3,0,514
516,Khởi nghiệp,1,68531916.67823057,64,68.89290452472105,1535,6,0.0,4283,0,1.0,1.0,327,7,1,515
517,Y tế,3,120895095.47280616,73,75.36652036215995,16816,3,0.0,287,1,1.0,0.0,289,5,1,516
518,Văn hóa,4,468100847.54685426,32,48.23255435538481,4560,9,0.0,2111,3,0.0,1.0,276,8,0,517
519,Công nghệ,5,202748746.92891967,14,79.95630816821097,11060,4,1.0,2064,1,0.0,0.0,308,12,1,518
520,Môi trường,0,23537383.40277556,114,94.57873895247982,14584,0,0.0,4147,0,0.0,0.0,285,6,1,519
521,Môi trường,0,97515097.12146223,62,42.59700960697175,19827,1,0.0,3677,0,1.0,1.0,309,11,0,520
522,Y tế,3,500000000.0,38,44.246086885708806,7786,0,0.0,442,1,1.0,0.0,324,10,0,521
523,Văn hóa,4,97649293.59811768,86,88.71568672640466,18539,4,0.0,4235,0,0.0,0.0,302,6,1,522
524,Y tế,3,21628993.03713055,9,58.17312026609879,9355,4,1.0,1247,2,0.0,1.0,306,6,0,523
525,Giáo dục,2,500000000.0,16,90.07642784133114,17409,4,0.0,1974,0,0.0,0.0,278,9,0,524
526,Văn hóa,4,228780339.34055537,34,53.149285762156325,2486,8,0.0,1016,3,1.0,1.0,299,12,0,525
527,Y tế,3,111941590.9809838,58,91.10091152541423,5727,9,0.0,956,1,1.0,1.0,342,10,1,526
528,Công nghệ,5,84069395.33799386,48,64.62971633610904,12649,4,0.0,2729,2,1.0,1.0,294,3,1,527
529,Giáo dục,2,334529067.89784896,28,67.16457646645391,14269,0,0.0,606,4,1.0,1.0,302,9,1,528
530,Văn hóa,4,71493405.29578859,47,93.29436043339808,16167,7,0.0,586,0,0.0,0.0,279,8,1,529
531,Môi trường,0,356143252.76710194,45,54.764590451116575,7479,7,0.0,3971,0,1.0,0.0,277,8,0,530
532,Văn hóa,4,200251677.60646856,66,43.177558081500834,12681,6,1.0,1850,0,1.0,0.0,286,13,1,531
533,Văn hóa,4,150948281.45850322,71,53.02871583943291,12604,8,1.0,3311,1,0.0,1.0,253,5,0,532
534,Khởi nghiệp,1,137376936.22920164,107,71.04667901286277,19699,2,0.0,4933,1,1.0,1.0,290,8,1,533
535,Môi trường,0,101318579.70860454,98,30.684818556389715,2785,11,1.0,444,0,0.0,0.0,304,6,1,534
536,Công nghệ,5,323063066.4189581,40,74.74941805302242,818,2,1.0,4012,0,1.0,0.0,309,10,0,535
537,Môi trường,0,52584097.83670931,109,51.22457364764514,11711,7,0.0,726,0,1.0,0.0,298,11,0,536
538,Giáo dục,2,25627361.044781365,66,84.95625321467128,805,0,0.0,3850,2,1.0,0.0,287,6,1,537
539,Môi trường,0,214478083.59884936,28,14.114793901990566,4319,2,0.0,1668,1,1.0,1.0,289,6,0,538
540,Giáo dục,2,217928244.23044717,45,46.268684497916624,10250,10,0.0,848,3,0.0,0.0,305,10,0,539
541,Văn hóa,4,188805717.55671614,91,28.270636975317963,5722,4,0.0,1297,4,1.0,1.0,315,2,1,540
542,Y tế,3,176237301.90588084,100,45.47541067272095,5694,8,0.0,1949,2,1.0,1.0,317,10,0,541
543,Khởi nghiệp,1,88232562.35825644,49,66.95331802217886,7252,6,1.0,3702,3,1.0,1.0,316,8,1,542
544,Giáo dục,2,252799835.40937394,24,58.415467491004904,13886,5,0.0,3466,2,1.0,0.0,306,7,0,543
545,Môi trường,0,114572661.68831939,28,56.932448621039704,7633,9,1.0,3697,4,0.0,1.0,289,8,1,544
546,Y tế,3,75318934.64171243,18,58.81630257239878,15967,4,0.0,303,4,1.0,1.0,306,8,1,545
547,Môi trường,0,88960521.74221791,86,66.06776481239886,3600,0,0.0,4881,3,1.0,1.0,294,10,1,546
548,Giáo dục,2,500000000.0,64,41.82927916113785,2497,3,1.0,2283,2,0.0,0.0,322,8,0,547
549,Môi trường,0,23017669.59155541,58,76.13699281798101,3746,7,0.0,734,1,0.0,0.0,294,8,1,548
550,Khởi nghiệp,1,192344520.39556268,83,75.25331940770968,18388,6,0.0,4657,1,1.0,1.0,324,12,0,549
551,Môi trường,0,24272269.74077419,101,69.70075875312202,5910,0,0.0,4005,1,1.0,0.0,297,7,0,550
552,Công nghệ,5,107949958.29547785,97,73.13066885502526,1083,3,1.0,595,2,1.0,0.0,284,16,1,551
553,Văn hóa,4,79244921.69447695,22,67.92836001617319,6648,3,0.0,2296,0,0.0,0.0,281,9,0,552
554,Công nghệ,5,16505811.981544266,74,100.0,13923,4,0.0,4550,1,1.0,0.0,320,13,0,553
555,Văn hóa,4,173135608.73360065,107,60.2581165789498,7558,1,0.0,3476,0,0.0,0.0,318,8,1,554
556,Giáo dục,2,83383736.38324475,95,55.858335633308464,7997,3,0.0,1133,4,1.0,0.0,268,9,1,555
557,Khởi nghiệp,1,16284983.354692284,44,46.92944839285244,2185,3,0.0,3561,1,0.0,0.0,280,5,0,556
558,Công nghệ,5,265623296.975365,51,41.35474658844326,13515,7,0.0,1107,2,1.0,1.0,328,10,1,557
559,Công nghệ,5,467661765.4011113,108,37.110564247978495,4800,7,0.0,1888,4,1.0,1.0,315,8,1,558
560,Giáo dục,2,492802047.5873479,10,44.22405373538163,2403,5,0.0,1138,2,1.0,0.0,315,6,1,559
561,Khởi nghiệp,1,168257923.437401,66,60.58639236695858,14439,4,0.0,3528,4,1.0,0.0,311,4,0,560
562,Giáo dục,2,124991367.34581523,20,68.6859025699543,18773,5,1.0,4670,0,0.0,0.0,268,9,0,561
563,Giáo dục,2,422520612.2030968,108,63.02284117104323,12405,3,0.0,413,5,1.0,0.0,312,13,0,562
564,Công nghệ,5,500000000.0,11,46.68929445140574,18779,2,0.0,3097,3,1.0,1.0,341,7,1,563
565,Môi trường,0,351208375.51979077,9,80.00369128039927,8342,2,0.0,1392,2,0.0,0.0,290,5,0,564
566,Y tế,3,48912291.260525495,44,76.78825344601896,10628,3,1.0,3803,3,1.0,0.0,318,8,0,565
567,Văn hóa,4,144859897.70319602,29,58.80703385155966,7465,2,0.0,868,0,1.0,0.0,341,11,0,566
568,Văn hóa,4,181640558.15929568,63,48.94167710670576,10436,5,0.0,1958,1,1.0,0.0,300,7,1,567
569,Khởi nghiệp,1,21442036.58287733,41,72.96855841659598,17911,7,0.0,1188,4,1.0,1.0,296,9,1,568
570,Giáo dục,2,186864184.83460897,47,65.7594717497221,12878,0,0.0,4391,0,0.0,1.0,271,7,0,569
571,Giáo dục,2,500000000.0,71,33.03745481169905,1020,5,0.0,596,2,1.0,0.0,303,5,0,570
572,Giáo dục,2,219736433.70889258,70,60.6403948803119,11811,4,0.0,2993,2,0.0,0.0,282,4,1,571
573,Môi trường,0,485040246.2266987,113,67.24071624148762,7856,6,0.0,778,4,0.0,1.0,293,11,1,572
574,Môi trường,0,142345675.74797964,61,44.006104270244926,11099,5,0.0,3079,0,0.0,0.0,287,2,0,573
575,Môi trường,0,111601225.85504647,71,65.79686785674886,11376,1,1.0,3885,4,0.0,1.0,326,7,0,574
576,Công nghệ,5,171862933.80028242,84,32.903550294844216,11989,1,1.0,3811,0,0.0,1.0,284,9,0,575
577,Giáo dục,2,55116775.56026687,26,88.72372200024341,17391,5,0.0,360,0,1.0,0.0,355,8,1,576
578,Khởi nghiệp,1,47889822.79815888,83,86.95899970118863,17243,8,1.0,3913,0,0.0,1.0,315,9,1,577
579,Văn hóa,4,398408862.7600325,105,56.94965331394071,19444,0,1.0,1624,0,0.0,0.0,280,8,0,578
580,Giáo dục,2,440634030.3460544,43,69.26908675678146,12415,6,1.0,3472,2,0.0,1.0,320,6,0,579
581,Giáo dục,2,46662387.916204944,27,13.801560684002503,6062,9,1.0,4826,0,1.0,0.0,283,8,0,580
582,Môi trường,0,300091763.5430947,46,38.873046794693344,4318,5,0.0,770,2,0.0,0.0,306,10,0,581
583,Giáo dục,2,110153788.33972009,38,56.124421596957404,17061,7,0.0,1941,0,0.0,0.0,322,5,1,582
584,Y tế,3,165224901.9299238,73,40.55733957146282,18321,3,0.0,4360,0,1.0,0.0,332,7,1,583
585,Y tế,3,185248311.51375166,105,76.28792965261317,1226,5,0.0,879,0,0.0,0.0,298,11,0,584
586,Giáo dục,2,307699109.0331186,74,100.0,4711,0,0.0,1452,2,1.0,0.0,299,12,0,585
587,Y tế,3,129421139.44155623,21,38.46770561141396,13748,0,0.0,2835,1,0.0,0.0,320,4,0,586
588,Văn hóa,4,456753262.26377463,42,45.25073191829615,3720,8,0.0,4981,1,0.0,0.0,304,10,0,587
589,Công nghệ,5,160522101.92828497,85,66.7089673661986,1475,2,1.0,1614,2,0.0,0.0,294,4,0,588
590,Y tế,3,216472712.63936993,44,94.22232296999242,19942,4,1.0,2050,3,1.0,1.0,297,12,1,589
591,Khởi nghiệp,1,54211332.866981246,73,37.552513749201935,2375,1,0.0,4019,1,0.0,1.0,300,9,0,590
592,Môi trường,0,500000000.0,86,66.98072244613884,4661,1,0.0,775,0,1.0,0.0,301,9,0,591
593,Môi trường,0,186946619.5365996,44,98.42597701626218,19784,4,0.0,1772,1,0.0,0.0,263,8,0,592
594,Môi trường,0,235529694.337678,80,28.964817036414658,2451,3,1.0,1717,2,1.0,1.0,324,6,0,593
595,Y tế,3,25964050.843106177,52,36.37861586308336,16096,6,1.0,2125,0,0.0,1.0,275,7,0,594
596,Khởi nghiệp,1,54757947.616704784,22,53.52786787078323,11459,6,0.0,2952,0,0.0,0.0,305,6,0,595
597,Khởi nghiệp,1,387795812.8490427,49,51.58823174289178,11028,6,0.0,1263,0,0.0,1.0,273,12,0,596
598,Văn hóa,4,157124110.28272367,57,78.25202575507289,16630,6,0.0,2078,1,1.0,0.0,301,9,0,597
599,Khởi nghiệp,1,19421849.47573446,7,66.83319439641676,916,10,1.0,4600,0,0.0,0.0,281,8,1,598
600,Văn hóa,4,320815077.4981292,108,26.500758807157432,1684,2,1.0,4177,2,1.0,1.0,308,5,0,599
601,Môi trường,0,71371296.44194856,67,72.30820805801622,4312,5,0.0,4790,0,1.0,1.0,319,3,1,600
602,Giáo dục,2,457254705.74291784,11,50.44922225288699,10057,8,0.0,3474,0,1.0,1.0,304,14,0,601
603,Môi trường,0,110062187.54464927,105,87.48894433882478,19263,9,0.0,2994,1,0.0,0.0,308,6,1,602
604,Y tế,3,145323282.29303944,104,49.4482492712616,1835,1,0.0,1224,1,1.0,0.0,300,8,1,603
605,Môi trường,0,366682478.2533693,8,49.267694337955284,8692,4,1.0,962,0,1.0,0.0,299,7,0,604
606,Khởi nghiệp,1,51002319.88973507,25,72.82263221609062,8859,9,1.0,2786,0,1.0,0.0,293,8,0,605
607,Văn hóa,4,46585296.91934595,48,77.25852964673874,4331,7,0.0,2143,1,1.0,0.0,290,11,0,606
608,Công nghệ,5,99267273.29463737,64,70.96198727872407,7207,6,0.0,3980,1,1.0,0.0,271,5,1,607
609,Y tế,3,262513786.76863998,89,28.288053652303837,4419,4,0.0,246,1,1.0,0.0,278,9,0,608
610,Công nghệ,5,33789701.00465247,55,72.76068879856501,3174,4,0.0,4477,0,1.0,1.0,279,2,1,609
611,Văn hóa,4,24529011.801153477,76,41.31383896651202,10663,6,0.0,1018,4,0.0,0.0,310,11,0,610
612,Văn hóa,4,261654340.78572613,8,66.70552223176527,18654,4,1.0,2095,2,1.0,0.0,280,8,0,611
613,Công nghệ,5,67468447.5640441,82,33.5253112920188,8380,5,1.0,1909,0,0.0,1.0,257,6,0,612
614,Môi trường,0,82423841.17888793,111,70.92644295086127,12880,5,0.0,4637,1,1.0,0.0,297,5,0,613
615,Khởi nghiệp,1,20501940.909863725,66,45.868021913852544,13567,3,1.0,3658,1,1.0,1.0,297,11,1,614
616,Giáo dục,2,62768860.17443251,58,36.34730699478956,16939,7,1.0,372,3,0.0,0.0,330,4,0,615
617,Y tế,3,118783262.65208781,40,76.276402729648,16581,14,0.0,4294,0,0.0,0.0,315,8,0,616
618,Công nghệ,5,289555910.675076,115,66.83289043353503,18165,0,0.0,3448,2,0.0,1.0,307,6,0,617
619,Môi trường,0,57502060.624719486,10,49.720463972142056,16382,6,0.0,526,1,0.0,0.0,300,6,0,618
620,Khởi nghiệp,1,500000000.0,39,91.02357698042128,18638,3,1.0,3953,4,0.0,1.0,297,7,1,619
621,Khởi nghiệp,1,62437197.96907358,22,53.18695156860515,19338,7,0.0,362,3,1.0,1.0,306,5,1,620
622,Văn hóa,4,62524109.26057199,105,62.642153479418695,15088,5,0.0,2240,2,1.0,0.0,289,11,1,621
623,Công nghệ,5,500000000.0,62,67.37826895357202,10116,7,0.0,978,1,1.0,1.0,292,11,0,622
624,Công nghệ,5,146258643.72833437,112,49.60668131742773,6485,9,0.0,252,2,0.0,1.0,300,10,0,623
625,Văn hóa,4,70814653.4894824,82,71.4227258679986,11641,6,0.0,2885,1,1.0,1.0,323,6,1,624
626,Văn hóa,4,103245842.78160912,70,51.33095305670551,16664,8,1.0,3497,4,0.0,0.0,292,7,1,625
627,Giáo dục,2,432641456.8251274,65,53.767233555675816,15194,0,0.0,2502,1,1.0,0.0,306,6,0,626
628,Y tế,3,481729195.29778194,30,89.25285279606682,10643,10,0.0,1844,1,0.0,1.0,302,7,0,627
629,Khởi nghiệp,1,55066190.30407635,71,41.188278949751336,1984,6,1.0,2664,0,0.0,0.0,292,12,0,628
630,Y tế,3,114913230.07253878,85,13.744393381410198,5797,8,0.0,928,0,0.0,0.0,291,3,0,629
631,Khởi nghiệp,1,130338958.25072387,117,94.21873990023789,11755,1,0.0,439,2,1.0,0.0,289,10,0,630
632,Công nghệ,5,46878602.61129538,69,100.0,8022,3,0.0,954,0,0.0,0.0,281,12,1,631
633,Giáo dục,2,113475691.48195742,114,53.89461469101336,9394,5,0.0,460,3,1.0,0.0,280,4,1,632
634,Giáo dục,2,120246783.41311783,114,23.263239187596298,6373,5,0.0,3891,0,1.0,0.0,306,6,0,633
635,Giáo dục,2,353431060.6801844,66,55.79032047608113,1983,6,1.0,3121,1,1.0,0.0,316,7,0,634
636,Công nghệ,5,376735450.7327167,57,56.27554100318662,9590,8,0.0,1099,3,0.0,0.0,317,6,1,635
637,Công nghệ,5,87508900.97291827,23,58.20152317955486,9176,0,0.0,2935,0,0.0,1.0,301,5,1,636
638,Giáo dục,2,97634796.88772829,37,39.73223916156304,15736,8,0.0,2523,4,0.0,0.0,284,3,0,637
639,Công nghệ,5,224880045.51353619,107,73.59122284952954,2686,5,1.0,734,1,0.0,0.0,335,13,0,638
640,Văn hóa,4,68618379.08606574,22,72.49014750572172,9954,4,0.0,4857,1,1.0,0.0,300,3,0,639
641,Công nghệ,5,209285131.17266124,52,32.111887603613866,17149,1,1.0,4701,2,0.0,0.0,315,7,0,640
642,Công nghệ,5,110054784.0944125,86,75.98393463389776,5723,7,0.0,3842,2,0.0,1.0,273,9,1,641
643,Khởi nghiệp,1,47634666.938449346,34,100.0,6667,0,0.0,4081,2,0.0,1.0,291,5,1,642
644,Y tế,3,48206533.65122491,118,65.43920664874119,2204,7,0.0,2826,3,1.0,0.0,298,9,1,643
645,Khởi nghiệp,1,473047214.7441151,81,55.25349675862988,11703,1,0.0,4058,2,0.0,0.0,330,7,0,644
646,Khởi nghiệp,1,103119554.33887143,10,59.15993571184957,17187,5,0.0,2735,4,1.0,0.0,290,6,1,645
647,Giáo dục,2,500000000.0,35,74.30513533937122,9888,5,1.0,997,2,0.0,0.0,310,8,1,646
648,Môi trường,0,73444865.41753581,91,27.386567889855634,8638,9,0.0,1003,4,1.0,0.0,301,14,1,647
649,Khởi nghiệp,1,157769385.77754518,105,65.28781405954605,15106,4,0.0,4299,3,1.0,0.0,329,5,1,648
650,Văn hóa,4,500000000.0,112,54.1907210107438,9117,3,0.0,2342,0,0.0,0.0,305,7,1,649
651,Môi trường,0,43814816.41981965,104,98.9565002591209,8273,3,0.0,3701,5,0.0,0.0,304,9,1,650
652,Y tế,3,19718665.355267458,15,58.51654532390084,15392,9,0.0,895,0,0.0,0.0,301,5,0,651
653,Văn hóa,4,406161176.289583,90,95.35775222239039,6038,7,0.0,2349,4,0.0,0.0,268,6,1,652
654,Khởi nghiệp,1,54544713.25019357,19,39.925186044359855,17069,4,0.0,601,1,0.0,0.0,345,9,0,653
655,Giáo dục,2,117309811.4380726,15,73.74518333605585,5728,4,0.0,1259,3,1.0,0.0,306,7,1,654
656,Công nghệ,5,68570824.27192657,85,68.38800527582458,10467,0,0.0,723,0,1.0,0.0,334,10,0,655
657,Công nghệ,5,154353292.78291732,61,44.61905504270435,5379,6,0.0,1198,2,0.0,0.0,290,6,0,656
658,Công nghệ,5,48495938.16249035,80,65.5479222927388,12831,0,0.0,3111,1,1.0,0.0,308,8,0,657
659,Y tế,3,100841135.08430555,104,86.250376736632,8966,7,0.0,226,4,0.0,0.0,295,8,0,658
660,Công nghệ,5,183426492.65716183,14,55.52416591426798,5163,5,1.0,1129,2,1.0,1.0,333,7,0,659
661,Giáo dục,2,45906007.92325726,67,28.160747016604738,15007,12,0.0,3516,3,0.0,1.0,302,9,0,660
662,Y tế,3,61522909.26805741,102,61.64874347045108,18733,2,1.0,916,0,1.0,0.0,308,7,0,661
663,Văn hóa,4,86011047.7418182,57,43.95153810414975,1046,5,0.0,2866,1,1.0,0.0,308,8,1,662
664,Công nghệ,5,30787685.220438723,66,55.15318122672235,11574,10,0.0,4362,2,0.0,1.0,336,9,0,663
665,Giáo dục,2,80082432.33640467,63,60.36824460629758,14511,9,0.0,3944,2,0.0,1.0,322,14,0,664
666,Công nghệ,5,133933867.89323986,110,27.886955679689656,14532,3,0.0,785,3,0.0,0.0,299,8,0,665
667,Y tế,3,81852426.3735919,12,29.68683321358644,4800,6,1.0,908,1,1.0,0.0,315,7,0,666
668,Môi trường,0,92451277.29039212,107,71.6413367105105,2727,5,1.0,3587,1,1.0,0.0,295,5,0,667
669,Y tế,3,117399524.2116917,100,51.545626076606396,10514,6,0.0,1863,3,1.0,0.0,288,8,1,668
670,Công nghệ,5,64169829.369797334,99,10.705113163588656,12919,3,0.0,2201,0,1.0,0.0,285,11,1,669
671,Giáo dục,2,230672482.460153,54,77.6968807321627,6145,5,0.0,2488,2,1.0,0.0,302,5,0,670
672,Y tế,3,468093780.06492424,65,67.4473951054848,7694,0,0.0,2979,1,0.0,0.0,296,6,0,671
673,Công nghệ,5,76963252.63633932,49,47.72250351927032,10875,5,1.0,2356,0,1.0,0.0,316,8,0,672
674,Công nghệ,5,189696943.0088624,35,35.66339577883517,9276,6,0.0,312,2,1.0,0.0,319,8,1,673
675,Giáo dục,2,95283165.18993157,106,78.71615792628674,9928,4,0.0,653,3,0.0,1.0,288,14,1,674
676,Văn hóa,4,169305101.20151964,64,68.98701245120859,13802,0,1.0,200,3,1.0,0.0,309,4,0,675
677,Y tế,3,500000000.0,89,100.0,19693,8,1.0,1471,1,0.0,0.0,315,5,0,676
678,Y tế,3,193972424.63486278,18,70.40377197449875,16028,6,0.0,4122,3,0.0,0.0,282,4,0,677
679,Văn hóa,4,22192305.510358173,96,69.7540628252403,660,3,0.0,4864,3,1.0,1.0,280,5,1,678
680,Khởi nghiệp,1,184156380.72744,82,58.661441397828696,7312,4,1.0,2482,1,0.0,0.0,310,5,0,679
681,Khởi nghiệp,1,385950837.81477183,120,78.33551734401581,689,0,0.0,330,0,0.0,0.0,301,8,1,680
682,Môi trường,0,96928450.29874836,22,74.50170402496308,17528,2,0.0,542,0,0.0,0.0,305,7,0,681
683,Công nghệ,5,308074768.33492154,68,87.0345001713039,13066,3,0.0,4112,3,1.0,1.0,326,10,1,682
684,Khởi nghiệp,1,62108302.64199452,65,51.5735416272543,4770,9,1.0,1848,1,1.0,1.0,286,15,1,683
685,Văn hóa,4,29172522.048334226,68,53.29185054112075,16862,3,1.0,4431,0,0.0,1.0,275,9,0,684
686,Văn hóa,4,136810945.0860208,13,52.4179365817604,11476,7,1.0,2630,0,0.0,1.0,287,9,0,685
687,Văn hóa,4,22552288.746716924,60,77.81603442357978,1503,3,0.0,4420,3,0.0,0.0,319,11,1,686
688,Công nghệ,5,95269239.18330854,41,91.96748880593464,3449,6,0.0,850,0,1.0,0.0,271,7,0,687
689,Công nghệ,5,406258473.61227965,77,52.82319013701399,16282,5,0.0,4319,2,0.0,0.0,270,7,0,688
690,Môi trường,0,19496104.601269748,33,53.504525444138174,6140,8,1.0,2822,3,1.0,1.0,314,8,0,689
691,Công nghệ,5,35479940.694383234,56,68.28154447739598,10728,3,0.0,2300,0,1.0,0.0,303,6,1,690
692,Khởi nghiệp,1,44882986.76993088,77,57.08476999974197,17960,0,0.0,2738,1,0.0,0.0,292,13,0,691
693,Y tế,3,112655622.32517143,14,81.0410730627978,6137,1,1.0,1770,1,1.0,1.0,309,4,1,692
694,Văn hóa,4,84525942.21200903,96,16.96445418761907,725,3,0.0,3093,2,1.0,0.0,306,13,0,693
695,Môi trường,0,451994044.8555106,88,45.46589906166211,2135,1,1.0,3896,3,1.0,0.0,287,8,0,694
696,Khởi nghiệp,1,296225312.21243846,13,46.351673320771084,18354,6,0.0,4089,0,0.0,0.0,309,10,0,695
697,Công nghệ,5,191521244.6908456,14,15.5928797522771,12198,4,1.0,4895,2,1.0,1.0,325,10,0,696
698,Môi trường,0,137392011.91632318,103,42.72723111262392,6903,12,0.0,2181,3,1.0,1.0,270,11,1,697
699,Khởi nghiệp,1,173826509.53522646,39,43.69687768308148,2033,0,0.0,3890,1,1.0,0.0,311,10,0,698
700,Môi trường,0,52752238.342443354,105,57.97790690962339,14068,6,0.0,4465,1,1.0,1.0,300,8,1,699
701,Khởi nghiệp,1,270112699.62156296,63,84.25931783320527,1273,2,0.0,285,2,0.0,1.0,332,4,1,700
702,Y tế,3,41597804.95600772,46,57.098786976185956,2288,4,0.0,2478,2,1.0,1.0,257,12,1,701
703,Công nghệ,5,264567809.2833916,38,41.38372559457692,12082,5,0.0,3563,2,1.0,1.0,309,14,0,702
704,Y tế,3,369194948.05679834,82,60.86090917572942,13004,0,0.0,2394,2,0.0,0.0,282,5,0,703
705,Khởi nghiệp,1,146175917.97569582,19,82.98347242882699,11610,6,1.0,680,0,0.0,1.0,309,13,1,704
706,Công nghệ,5,101198813.85880192,52,42.480823677701906,18234,11,0.0,3347,3,0.0,0.0,300,10,0,705
707,Giáo dục,2,174999629.1765136,46,43.78850232157103,5748,4,1.0,2149,3,1.0,1.0,311,13,1,706
708,Khởi nghiệp,1,7893558.052568053,24,73.17097918548447,11326,6,1.0,3164,1,0.0,0.0,299,4,0,707
709,Y tế,3,159434750.31593952,47,57.56927768538399,6467,8,0.0,206,0,1.0,1.0,315,7,1,708
710,Môi trường,0,107426097.29040882,67,74.94969381418949,7561,5,1.0,254,1,0.0,1.0,293,14,0,709
