user_id,campaign_id,category,event_type,occurred_at
user-0266,401,Môi trường,FOLLOW,2025-10-18T14:00:00+00:00
user-0185,722,Công nghệ,VIEW,2025-10-18T16:00:00+00:00
user-0001,410,Giáo dục,FOLLOW,2025-10-18T18:00:00+00:00
user-0008,890,Văn hóa,SEARCH,2025-10-18T20:00:00+00:00
user-0215,610,Công nghệ,SEARCH,2025-10-18T22:00:00+00:00
user-0260,601,Môi trường,SEARCH,2025-10-19T00:00:00+00:00
user-0268,984,Công nghệ,VIEW,2025-10-19T02:00:00+00:00
user-0057,72,Giáo dục,FOLLOW,2025-10-19T04:00:00+00:00
user-0189,997,Y tế,VIEW,2025-10-19T06:00:00+00:00
user-0233,884,Công nghệ,VIEW,2025-10-19T08:00:00+00:00
user-0172,61,Giáo dục,SEARCH,2025-10-19T10:00:00+00:00
user-0179,924,Giáo dục,SEARCH,2025-10-19T12:00:00+00:00
user-0044,150,Văn hóa,VIEW,2025-10-19T14:00:00+00:00
user-0232,92,Môi trường,VIEW,2025-10-19T16:00:00+00:00
user-0216,774,Khởi nghiệp,VIEW,2025-10-19T18:00:00+00:00
user-0141,170,Giáo dục,VIEW,2025-10-19T20:00:00+00:00
user-0257,149,Văn hóa,VIEW,2025-10-19T22:00:00+00:00
user-0061,277,Văn hóa,SEARCH,2025-10-20T00:00:00+00:00
user-0154,943,Môi trường,SEARCH,2025-10-20T02:00:00+00:00
user-0021,277,Văn hóa,VIEW,2025-10-20T04:00:00+00:00
user-0242,743,Giáo dục,VIEW,2025-10-20T06:00:00+00:00
user-0046,710,Môi trường,VIEW,2025-10-20T08:00:00+00:00
user-0188,329,Văn hóa,SEARCH,2025-10-20T10:00:00+00:00
user-0173,729,Khởi nghiệp,SEARCH,2025-10-20T12:00:00+00:00
user-0071,532,Văn hóa,VIEW,2025-10-20T14:00:00+00:00
user-0213,655,Giáo dục,SEARCH,2025-10-20T16:00:00+00:00
user-0141,141,Văn hóa,FOLLOW,2025-10-20T18:00:00+00:00
user-0071,561,Khởi nghiệp,VIEW,2025-10-20T20:00:00+00:00
user-0094,237,Y tế,SEARCH,2025-10-20T22:00:00+00:00
user-0288,731,Khởi nghiệp,VIEW,2025-10-21T00:00:00+00:00
user-0296,621,Khởi nghiệp,SEARCH,2025-10-21T02:00:00+00:00
user-0243,253,Y tế,FOLLOW,2025-10-21T04:00:00+00:00
user-0091,779,Công nghệ,SEARCH,2025-10-21T06:00:00+00:00
user-0220,698,Môi trường,SEARCH,2025-10-21T08:00:00+00:00
user-0202,390,Môi trường,VIEW,2025-10-21T10:00:00+00:00
user-0042,599,Khởi nghiệp,VIEW,2025-10-21T12:00:00+00:00
user-0032,791,Văn hóa,CONTRIBUTE,2025-10-21T14:00:00+00:00
user-0005,601,Môi trường,FOLLOW,2025-10-21T16:00:00+00:00
user-0074,786,Công nghệ,VIEW,2025-10-21T18:00:00+00:00
user-0181,127,Giáo dục,VIEW,2025-10-21T20:00:00+00:00
user-0042,187,Khởi nghiệp,FOLLOW,2025-10-21T22:00:00+00:00
user-0279,184,Văn hóa,CONTRIBUTE,2025-10-22T00:00:00+00:00
user-0272,502,Công nghệ,SEARCH,2025-10-22T02:00:00+00:00
user-0149,847,Giáo dục,VIEW,2025-10-22T04:00:00+00:00
user-0055,959,Văn hóa,VIEW,2025-10-22T06:00:00+00:00
user-0204,37,Khởi nghiệp,SEARCH,2025-10-22T08:00:00+00:00
user-0239,522,Y tế,VIEW,2025-10-22T10:00:00+00:00
user-0026,90,Môi trường,VIEW,2025-10-22T12:00:00+00:00
user-0197,553,Văn hóa,VIEW,2025-10-22T14:00:00+00:00
user-0110,223,Giáo dục,SEARCH,2025-10-22T16:00:00+00:00
user-0084,263,Khởi nghiệp,VIEW,2025-10-22T18:00:00+00:00
user-0034,12,Văn hóa,SEARCH,2025-10-22T20:00:00+00:00
user-0072,190,Khởi nghiệp,VIEW,2025-10-22T22:00:00+00:00
user-0174,478,Giáo dục,VIEW,2025-10-23T00:00:00+00:00
user-0208,53,Giáo dục,VIEW,2025-10-23T02:00:00+00:00
user-0280,916,Giáo dục,VIEW,2025-10-23T04:00:00+00:00
user-0162,446,Văn hóa,FOLLOW,2025-10-23T06:00:00+00:00
user-0215,712,Văn hóa,CONTRIBUTE,2025-10-23T08:00:00+00:00
user-0287,28,Môi trường,VIEW,2025-10-23T10:00:00+00:00
user-0129,841,Khởi nghiệp,VIEW,2025-10-23T12:00:00+00:00
user-0092,34,Môi trường,FOLLOW,2025-10-23T14:00:00+00:00
user-0294,451,Văn hóa,VIEW,2025-10-23T16:00:00+00:00
user-0126,454,Giáo dục,VIEW,2025-10-23T18:00:00+00:00
user-0196,280,Khởi nghiệp,SEARCH,2025-10-23T20:00:00+00:00
user-0267,764,Khởi nghiệp,VIEW,2025-10-23T22:00:00+00:00
user-0051,241,Khởi nghiệp,FOLLOW,2025-10-24T00:00:00+00:00
user-0150,526,Văn hóa,VIEW,2025-10-24T02:00:00+00:00
user-0126,861,Giáo dục,FOLLOW,2025-10-24T04:00:00+00:00
user-0122,249,Công nghệ,VIEW,2025-10-24T06:00:00+00:00
user-0062,445,Môi trường,SEARCH,2025-10-24T08:00:00+00:00
user-0082,119,Công nghệ,SEARCH,2025-10-24T10:00:00+00:00
user-0075,650,Văn hóa,FOLLOW,2025-10-24T12:00:00+00:00
user-0054,991,Công nghệ,VIEW,2025-10-24T14:00:00+00:00
user-0022,870,Công nghệ,VIEW,2025-10-24T16:00:00+00:00
user-0207,959,Văn hóa,VIEW,2025-10-24T18:00:00+00:00
user-0085,941,Y tế,CONTRIBUTE,2025-10-24T20:00:00+00:00
user-0110,386,Giáo dục,VIEW,2025-10-24T22:00:00+00:00
user-0266,885,Giáo dục,SEARCH,2025-10-25T00:00:00+00:00
user-0170,112,Công nghệ,VIEW,2025-10-25T02:00:00+00:00
user-0014,126,Công nghệ,SEARCH,2025-10-25T04:00:00+00:00
user-0037,389,Khởi nghiệp,SEARCH,2025-10-25T06:00:00+00:00
user-0177,141,Văn hóa,VIEW,2025-10-25T08:00:00+00:00
user-0274,972,Môi trường,VIEW,2025-10-25T10:00:00+00:00
user-0010,395,Giáo dục,CONTRIBUTE,2025-10-25T12:00:00+00:00
user-0122,861,Giáo dục,SEARCH,2025-10-25T14:00:00+00:00
user-0158,49,Giáo dục,VIEW,2025-10-25T16:00:00+00:00
user-0242,316,Văn hóa,VIEW,2025-10-25T18:00:00+00:00
user-0115,800,Môi trường,VIEW,2025-10-25T20:00:00+00:00
user-0107,176,Môi trường,FOLLOW,2025-10-25T22:00:00+00:00
user-0200,746,Y tế,FOLLOW,2025-10-26T00:00:00+00:00
user-0183,381,Y tế,VIEW,2025-10-26T02:00:00+00:00
user-0244,238,Môi trường,SEARCH,2025-10-26T04:00:00+00:00
user-0102,744,Giáo dục,VIEW,2025-10-26T06:00:00+00:00
user-0031,556,Giáo dục,VIEW,2025-10-26T08:00:00+00:00
user-0064,723,Khởi nghiệp,VIEW,2025-10-26T10:00:00+00:00
user-0107,182,Môi trường,VIEW,2025-10-26T12:00:00+00:00
user-0267,953,Môi trường,CONTRIBUTE,2025-10-26T14:00:00+00:00
user-0045,499,Giáo dục,VIEW,2025-10-26T16:00:00+00:00
user-0066,701,Khởi nghiệp,VIEW,2025-10-26T18:00:00+00:00
user-0089,34,Môi trường,SEARCH,2025-10-26T20:00:00+00:00
user-0216,829,Khởi nghiệp,SEARCH,2025-10-26T22:00:00+00:00
user-0298,206,Y tế,VIEW,2025-10-27T00:00:00+00:00
user-0019,437,Văn hóa,FOLLOW,2025-10-27T02:00:00+00:00
user-0219,936,Giáo dục,FOLLOW,2025-10-27T04:00:00+00:00
user-0252,44,Giáo dục,VIEW,2025-10-27T06:00:00+00:00
user-0160,338,Công nghệ,VIEW,2025-10-27T08:00:00+00:00
user-0138,513,Giáo dục,FOLLOW,2025-10-27T10:00:00+00:00
user-0073,688,Công nghệ,VIEW,2025-10-27T12:00:00+00:00
user-0062,41,Khởi nghiệp,VIEW,2025-10-27T14:00:00+00:00
user-0050,900,Môi trường,FOLLOW,2025-10-27T16:00:00+00:00
user-0052,322,Khởi nghiệp,VIEW,2025-10-27T18:00:00+00:00
user-0204,966,Công nghệ,SEARCH,2025-10-27T20:00:00+00:00
user-0163,80,Giáo dục,VIEW,2025-10-27T22:00:00+00:00
user-0030,890,Văn hóa,VIEW,2025-10-28T00:00:00+00:00
user-0235,528,Công nghệ,VIEW,2025-10-28T02:00:00+00:00
user-0276,899,Y tế,SEARCH,2025-10-28T04:00:00+00:00
user-0017,485,Y tế,FOLLOW,2025-10-28T06:00:00+00:00
user-0011,95,Công nghệ,FOLLOW,2025-10-28T08:00:00+00:00
user-0015,490,Môi trường,VIEW,2025-10-28T10:00:00+00:00
user-0076,159,Y tế,VIEW,2025-10-28T12:00:00+00:00
user-0015,288,Môi trường,SEARCH,2025-10-28T14:00:00+00:00
user-0047,757,Khởi nghiệp,SEARCH,2025-10-28T16:00:00+00:00
user-0156,887,Văn hóa,VIEW,2025-10-28T18:00:00+00:00
user-0274,584,Y tế,FOLLOW,2025-10-28T20:00:00+00:00
user-0158,174,Văn hóa,VIEW,2025-10-28T22:00:00+00:00
user-0002,751,Y tế,FOLLOW,2025-10-29T00:00:00+00:00
user-0295,417,Văn hóa,SEARCH,2025-10-29T02:00:00+00:00
user-0095,205,Y tế,SEARCH,2025-10-29T04:00:00+00:00
user-0286,513,Giáo dục,SEARCH,2025-10-29T06:00:00+00:00
user-0050,162,Khởi nghiệp,CONTRIBUTE,2025-10-29T08:00:00+00:00
user-0105,991,Công nghệ,VIEW,2025-10-29T10:00:00+00:00
user-0096,472,Khởi nghiệp,SEARCH,2025-10-29T12:00:00+00:00
user-0012,922,Môi trường,VIEW,2025-10-29T14:00:00+00:00
user-0098,771,Văn hóa,VIEW,2025-10-29T16:00:00+00:00
user-0221,534,Khởi nghiệp,VIEW,2025-10-29T18:00:00+00:00
user-0042,985,Y tế,SEARCH,2025-10-29T20:00:00+00:00
user-0231,674,Công nghệ,VIEW,2025-10-29T22:00:00+00:00
user-0240,593,Môi trường,VIEW,2025-10-30T00:00:00+00:00
user-0218,123,Môi trường,SEARCH,2025-10-30T02:00:00+00:00
user-0155,528,Công nghệ,SEARCH,2025-10-30T04:00:00+00:00
user-0159,56,Khởi nghiệp,VIEW,2025-10-30T06:00:00+00:00
user-0221,116,Môi trường,VIEW,2025-10-30T08:00:00+00:00
user-0246,591,Khởi nghiệp,VIEW,2025-10-30T10:00:00+00:00
user-0231,62,Công nghệ,VIEW,2025-10-30T12:00:00+00:00
user-0057,13,Y tế,SEARCH,2025-10-30T14:00:00+00:00
user-0214,901,Văn hóa,SEARCH,2025-10-30T16:00:00+00:00
user-0250,724,Giáo dục,CONTRIBUTE,2025-10-30T18:00:00+00:00
user-0287,633,Giáo dục,VIEW,2025-10-30T20:00:00+00:00
user-0233,559,Công nghệ,FOLLOW,2025-10-30T22:00:00+00:00
user-0238,82,Khởi nghiệp,SEARCH,2025-10-31T00:00:00+00:00
user-0090,774,Khởi nghiệp,VIEW,2025-10-31T02:00:00+00:00
user-0177,771,Văn hóa,VIEW,2025-10-31T04:00:00+00:00
user-0153,619,Môi trường,FOLLOW,2025-10-31T06:00:00+00:00
user-0084,499,Giáo dục,VIEW,2025-10-31T08:00:00+00:00
user-0183,904,Y tế,FOLLOW,2025-10-31T10:00:00+00:00
user-0099,338,Công nghệ,SEARCH,2025-10-31T12:00:00+00:00
user-0014,624,Công nghệ,FOLLOW,2025-10-31T14:00:00+00:00
user-0053,229,Giáo dục,VIEW,2025-10-31T16:00:00+00:00
user-0137,507,Khởi nghiệp,VIEW,2025-10-31T18:00:00+00:00
user-0004,124,Khởi nghiệp,CONTRIBUTE,2025-10-31T20:00:00+00:00
user-0162,965,Văn hóa,VIEW,2025-10-31T22:00:00+00:00
user-0223,554,Công nghệ,VIEW,2025-11-01T00:00:00+00:00
user-0061,828,Văn hóa,CONTRIBUTE,2025-11-01T02:00:00+00:00
user-0205,101,Môi trường,VIEW,2025-11-01T04:00:00+00:00
user-0255,723,Khởi nghiệp,FOLLOW,2025-11-01T06:00:00+00:00
user-0105,78,Y tế,VIEW,2025-11-01T08:00:00+00:00
user-0022,509,Văn hóa,SEARCH,2025-11-01T10:00:00+00:00
user-0055,679,Văn hóa,VIEW,2025-11-01T12:00:00+00:00
user-0152,28,Môi trường,VIEW,2025-11-01T14:00:00+00:00
user-0125,104,Văn hóa,FOLLOW,2025-11-01T16:00:00+00:00
user-0009,87,Văn hóa,CONTRIBUTE,2025-11-01T18:00:00+00:00
user-0126,854,Giáo dục,CONTRIBUTE,2025-11-01T20:00:00+00:00
user-0170,156,Khởi nghiệp,VIEW,2025-11-01T22:00:00+00:00
user-0133,370,Văn hóa,CONTRIBUTE,2025-11-02T00:00:00+00:00
user-0012,648,Môi trường,FOLLOW,2025-11-02T02:00:00+00:00
user-0089,445,Môi trường,CONTRIBUTE,2025-11-02T04:00:00+00:00
user-0181,777,Giáo dục,VIEW,2025-11-02T06:00:00+00:00
user-0132,138,Y tế,VIEW,2025-11-02T08:00:00+00:00
user-0242,836,Giáo dục,VIEW,2025-11-02T10:00:00+00:00
user-0191,294,Khởi nghiệp,SEARCH,2025-11-02T12:00:00+00:00
user-0123,588,Văn hóa,FOLLOW,2025-11-02T14:00:00+00:00
user-0059,39,Văn hóa,SEARCH,2025-11-02T16:00:00+00:00
user-0122,365,Môi trường,SEARCH,2025-11-02T18:00:00+00:00
user-0006,744,Giáo dục,VIEW,2025-11-02T20:00:00+00:00
user-0259,573,Môi trường,VIEW,2025-11-02T22:00:00+00:00
user-0040,303,Khởi nghiệp,VIEW,2025-11-03T00:00:00+00:00
user-0080,726,Môi trường,CONTRIBUTE,2025-11-03T02:00:00+00:00
user-0244,376,Môi trường,SEARCH,2025-11-03T04:00:00+00:00
user-0159,882,Khởi nghiệp,VIEW,2025-11-03T06:00:00+00:00
user-0146,84,Khởi nghiệp,VIEW,2025-11-03T08:00:00+00:00
user-0263,19,Giáo dục,SEARCH,2025-11-03T10:00:00+00:00
user-0021,995,Khởi nghiệp,VIEW,2025-11-03T12:00:00+00:00
user-0057,686,Văn hóa,VIEW,2025-11-03T14:00:00+00:00
user-0016,104,Văn hóa,VIEW,2025-11-03T16:00:00+00:00
user-0225,468,Giáo dục,SEARCH,2025-11-03T18:00:00+00:00
user-0048,912,Y tế,FOLLOW,2025-11-03T20:00:00+00:00
user-0253,510,Giáo dục,SEARCH,2025-11-03T22:00:00+00:00
user-0041,351,Công nghệ,FOLLOW,2025-11-04T00:00:00+00:00
user-0138,389,Khởi nghiệp,SEARCH,2025-11-04T02:00:00+00:00
user-0067,88,Khởi nghiệp,SEARCH,2025-11-04T04:00:00+00:00
user-0216,303,Khởi nghiệp,VIEW,2025-11-04T06:00:00+00:00
user-0142,420,Khởi nghiệp,VIEW,2025-11-04T08:00:00+00:00
user-0101,695,Môi trường,FOLLOW,2025-11-04T10:00:00+00:00
user-0230,465,Giáo dục,VIEW,2025-11-04T12:00:00+00:00
user-0155,569,Khởi nghiệp,SEARCH,2025-11-04T14:00:00+00:00
user-0144,599,Khởi nghiệp,VIEW,2025-11-04T16:00:00+00:00
user-0014,419,Môi trường,VIEW,2025-11-04T18:00:00+00:00
user-0061,905,Môi trường,CONTRIBUTE,2025-11-04T20:00:00+00:00
user-0063,937,Môi trường,SEARCH,2025-11-04T22:00:00+00:00
user-0267,157,Môi trường,SEARCH,2025-11-05T00:00:00+00:00
user-0294,521,Môi trường,VIEW,2025-11-05T02:00:00+00:00
user-0265,545,Môi trường,FOLLOW,2025-11-05T04:00:00+00:00
user-0185,797,Y tế,SEARCH,2025-11-05T06:00:00+00:00
user-0136,547,Môi trường,VIEW,2025-11-05T08:00:00+00:00
user-0167,238,Môi trường,SEARCH,2025-11-05T10:00:00+00:00
user-0095,892,Y tế,SEARCH,2025-11-05T12:00:00+00:00
user-0139,601,Môi trường,VIEW,2025-11-05T14:00:00+00:00
user-0066,118,Văn hóa,FOLLOW,2025-11-05T16:00:00+00:00
user-0178,218,Giáo dục,VIEW,2025-11-05T18:00:00+00:00
user-0172,896,Giáo dục,FOLLOW,2025-11-05T20:00:00+00:00
user-0104,885,Giáo dục,VIEW,2025-11-05T22:00:00+00:00
user-0264,320,Công nghệ,CONTRIBUTE,2025-11-06T00:00:00+00:00
user-0154,534,Khởi nghiệp,SEARCH,2025-11-06T02:00:00+00:00
user-0179,381,Y tế,VIEW,2025-11-06T04:00:00+00:00
user-0281,316,Văn hóa,SEARCH,2025-11-06T06:00:00+00:00
user-0092,916,Giáo dục,VIEW,2025-11-06T08:00:00+00:00
user-0150,255,Văn hóa,CONTRIBUTE,2025-11-06T10:00:00+00:00
user-0179,728,Môi trường,VIEW,2025-11-06T12:00:00+00:00
user-0180,389,Khởi nghiệp,VIEW,2025-11-06T14:00:00+00:00
user-0017,455,Y tế,VIEW,2025-11-06T16:00:00+00:00
user-0220,377,Môi trường,VIEW,2025-11-06T18:00:00+00:00
user-0044,399,Văn hóa,FOLLOW,2025-11-06T20:00:00+00:00
user-0028,156,Khởi nghiệp,SEARCH,2025-11-06T22:00:00+00:00
user-0057,162,Khởi nghiệp,CONTRIBUTE,2025-11-07T00:00:00+00:00
user-0182,539,Môi trường,VIEW,2025-11-07T02:00:00+00:00
user-0249,210,Giáo dục,SEARCH,2025-11-07T04:00:00+00:00
user-0064,549,Môi trường,CONTRIBUTE,2025-11-07T06:00:00+00:00
user-0212,227,Môi trường,SEARCH,2025-11-07T08:00:00+00:00
user-0255,324,Văn hóa,SEARCH,2025-11-07T10:00:00+00:00
user-0081,4,Khởi nghiệp,SEARCH,2025-11-07T12:00:00+00:00
user-0162,533,Văn hóa,VIEW,2025-11-07T14:00:00+00:00
user-0173,18,Khởi nghiệp,FOLLOW,2025-11-07T16:00:00+00:00
user-0202,81,Giáo dục,FOLLOW,2025-11-07T18:00:00+00:00
user-0086,261,Khởi nghiệp,SEARCH,2025-11-07T20:00:00+00:00
user-0291,587,Y tế,VIEW,2025-11-07T22:00:00+00:00
user-0232,115,Y tế,VIEW,2025-11-08T00:00:00+00:00
user-0253,627,Giáo dục,SEARCH,2025-11-08T02:00:00+00:00
user-0055,370,Văn hóa,VIEW,2025-11-08T04:00:00+00:00
user-0208,731,Khởi nghiệp,SEARCH,2025-11-08T06:00:00+00:00
user-0258,523,Văn hóa,SEARCH,2025-11-08T08:00:00+00:00
user-0026,598,Văn hóa,FOLLOW,2025-11-08T10:00:00+00:00
user-0166,409,Văn hóa,VIEW,2025-11-08T12:00:00+00:00
user-0143,386,Giáo dục,CONTRIBUTE,2025-11-08T14:00:00+00:00
user-0020,523,Văn hóa,VIEW,2025-11-08T16:00:00+00:00
user-0010,99,Y tế,FOLLOW,2025-11-08T18:00:00+00:00
user-0076,485,Y tế,VIEW,2025-11-08T20:00:00+00:00
user-0245,904,Y tế,SEARCH,2025-11-08T22:00:00+00:00
user-0217,5,Môi trường,SEARCH,2025-11-09T00:00:00+00:00
user-0106,411,Môi trường,SEARCH,2025-11-09T02:00:00+00:00
user-0124,961,Y tế,SEARCH,2025-11-09T04:00:00+00:00
user-0157,742,Công nghệ,FOLLOW,2025-11-09T06:00:00+00:00
user-0170,297,Văn hóa,SEARCH,2025-11-09T08:00:00+00:00
user-0202,944,Môi trường,VIEW,2025-11-09T10:00:00+00:00
user-0027,136,Y tế,VIEW,2025-11-09T12:00:00+00:00
user-0120,891,Khởi nghiệp,SEARCH,2025-11-09T14:00:00+00:00
user-0072,646,Khởi nghiệp,VIEW,2025-11-09T16:00:00+00:00
user-0049,926,Y tế,SEARCH,2025-11-09T18:00:00+00:00
user-0177,149,Văn hóa,VIEW,2025-11-09T20:00:00+00:00
user-0233,814,Công nghệ,SEARCH,2025-11-09T22:00:00+00:00
user-0148,224,Công nghệ,VIEW,2025-11-10T00:00:00+00:00
user-0005,872,Y tế,VIEW,2025-11-10T02:00:00+00:00
user-0133,800,Môi trường,FOLLOW,2025-11-10T04:00:00+00:00
user-0164,242,Giáo dục,FOLLOW,2025-11-10T06:00:00+00:00
user-0047,754,Khởi nghiệp,SEARCH,2025-11-10T08:00:00+00:00
user-0120,39,Văn hóa,VIEW,2025-11-10T10:00:00+00:00
user-0099,947,Công nghệ,SEARCH,2025-11-10T12:00:00+00:00
user-0210,490,Môi trường,VIEW,2025-11-10T14:00:00+00:00
user-0152,683,Công nghệ,FOLLOW,2025-11-10T16:00:00+00:00
user-0239,304,Giáo dục,FOLLOW,2025-11-10T18:00:00+00:00
user-0013,349,Y tế,CONTRIBUTE,2025-11-10T20:00:00+00:00
user-0213,936,Giáo dục,SEARCH,2025-11-10T22:00:00+00:00
user-0111,984,Công nghệ,VIEW,2025-11-11T00:00:00+00:00
user-0170,942,Khởi nghiệp,SEARCH,2025-11-11T02:00:00+00:00
user-0212,143,Môi trường,VIEW,2025-11-11T04:00:00+00:00
user-0143,139,Giáo dục,VIEW,2025-11-11T06:00:00+00:00
user-0131,521,Môi trường,SEARCH,2025-11-11T08:00:00+00:00
user-0290,754,Khởi nghiệp,VIEW,2025-11-11T10:00:00+00:00
user-0223,496,Khởi nghiệp,SEARCH,2025-11-11T12:00:00+00:00
user-0011,886,Giáo dục,FOLLOW,2025-11-11T14:00:00+00:00
user-0136,447,Y tế,SEARCH,2025-11-11T16:00:00+00:00
user-0056,770,Khởi nghiệp,FOLLOW,2025-11-11T18:00:00+00:00
user-0158,951,Văn hóa,VIEW,2025-11-11T20:00:00+00:00
user-0168,326,Khởi nghiệp,SEARCH,2025-11-11T22:00:00+00:00
user-0275,922,Môi trường,VIEW,2025-11-12T00:00:00+00:00
user-0128,310,Y tế,VIEW,2025-11-12T02:00:00+00:00
user-0125,523,Văn hóa,SEARCH,2025-11-12T04:00:00+00:00
user-0067,721,Y tế,SEARCH,2025-11-12T06:00:00+00:00
user-0078,867,Công nghệ,FOLLOW,2025-11-12T08:00:00+00:00
user-0090,2,Y tế,FOLLOW,2025-11-12T10:00:00+00:00
user-0291,565,Môi trường,SEARCH,2025-11-12T12:00:00+00:00
user-0012,379,Công nghệ,VIEW,2025-11-12T14:00:00+00:00
user-0250,842,Khởi nghiệp,VIEW,2025-11-12T16:00:00+00:00
user-0088,12,Văn hóa,SEARCH,2025-11-12T18:00:00+00:00
user-0048,691,Công nghệ,VIEW,2025-11-12T20:00:00+00:00
user-0262,585,Y tế,VIEW,2025-11-12T22:00:00+00:00
user-0089,512,Giáo dục,VIEW,2025-11-13T00:00:00+00:00
user-0191,88,Khởi nghiệp,SEARCH,2025-11-13T02:00:00+00:00
user-0042,883,Khởi nghiệp,VIEW,2025-11-13T04:00:00+00:00
user-0142,649,Khởi nghiệp,SEARCH,2025-11-13T06:00:00+00:00
user-0172,44,Giáo dục,SEARCH,2025-11-13T08:00:00+00:00
user-0129,534,Khởi nghiệp,CONTRIBUTE,2025-11-13T10:00:00+00:00
user-0214,134,Công nghệ,VIEW,2025-11-13T12:00:00+00:00
user-0124,920,Y tế,VIEW,2025-11-13T14:00:00+00:00
user-0027,844,Y tế,SEARCH,2025-11-13T16:00:00+00:00
user-0166,438,Công nghệ,VIEW,2025-11-13T18:00:00+00:00
user-0160,779,Công nghệ,SEARCH,2025-11-13T20:00:00+00:00
user-0049,911,Công nghệ,CONTRIBUTE,2025-11-13T22:00:00+00:00
user-0187,413,Y tế,FOLLOW,2025-11-14T00:00:00+00:00
user-0087,79,Môi trường,VIEW,2025-11-14T02:00:00+00:00
user-0221,973,Khởi nghiệp,SEARCH,2025-11-14T04:00:00+00:00
user-0122,801,Giáo dục,CONTRIBUTE,2025-11-14T06:00:00+00:00
user-0121,808,Y tế,SEARCH,2025-11-14T08:00:00+00:00
user-0144,427,Công nghệ,VIEW,2025-11-14T10:00:00+00:00
user-0107,551,Môi trường,VIEW,2025-11-14T12:00:00+00:00
user-0064,152,Môi trường,VIEW,2025-11-14T14:00:00+00:00
user-0044,610,Công nghệ,FOLLOW,2025-11-14T16:00:00+00:00
user-0068,309,Giáo dục,FOLLOW,2025-11-14T18:00:00+00:00
user-0151,620,Khởi nghiệp,SEARCH,2025-11-14T20:00:00+00:00
user-0089,565,Môi trường,SEARCH,2025-11-14T22:00:00+00:00
user-0016,132,Giáo dục,VIEW,2025-11-15T00:00:00+00:00
user-0172,491,Giáo dục,VIEW,2025-11-15T02:00:00+00:00
user-0109,430,Công nghệ,CONTRIBUTE,2025-11-15T04:00:00+00:00
user-0192,658,Công nghệ,SEARCH,2025-11-15T06:00:00+00:00
user-0299,290,Công nghệ,VIEW,2025-11-15T08:00:00+00:00
user-0208,202,Công nghệ,VIEW,2025-11-15T10:00:00+00:00
user-0232,790,Môi trường,SEARCH,2025-11-15T12:00:00+00:00
user-0268,19,Giáo dục,VIEW,2025-11-15T14:00:00+00:00
user-0190,588,Văn hóa,SEARCH,2025-11-15T16:00:00+00:00
user-0112,144,Y tế,VIEW,2025-11-15T18:00:00+00:00
user-0223,798,Công nghệ,VIEW,2025-11-15T20:00:00+00:00
user-0164,334,Giáo dục,CONTRIBUTE,2025-11-15T22:00:00+00:00
user-0152,169,Giáo dục,SEARCH,2025-11-16T00:00:00+00:00
user-0207,20,Văn hóa,SEARCH,2025-11-16T02:00:00+00:00
user-0248,535,Môi trường,VIEW,2025-11-16T04:00:00+00:00
user-0254,202,Công nghệ,SEARCH,2025-11-16T06:00:00+00:00
user-0067,261,Khởi nghiệp,VIEW,2025-11-16T08:00:00+00:00
user-0003,273,Văn hóa,SEARCH,2025-11-16T10:00:00+00:00
user-0132,107,Y tế,CONTRIBUTE,2025-11-16T12:00:00+00:00
user-0205,555,Văn hóa,CONTRIBUTE,2025-11-16T14:00:00+00:00
user-0266,478,Giáo dục,VIEW,2025-11-16T16:00:00+00:00
user-0089,292,Môi trường,FOLLOW,2025-11-16T18:00:00+00:00
user-0064,27,Khởi nghiệp,VIEW,2025-11-16T20:00:00+00:00
user-0090,577,Giáo dục,VIEW,2025-11-16T22:00:00+00:00
user-0294,541,Văn hóa,SEARCH,2025-11-17T00:00:00+00:00
user-0125,201,Y tế,SEARCH,2025-11-17T02:00:00+00:00
user-0025,571,Giáo dục,VIEW,2025-11-17T04:00:00+00:00
user-0168,956,Khởi nghiệp,VIEW,2025-11-17T06:00:00+00:00
user-0217,786,Công nghệ,FOLLOW,2025-11-17T08:00:00+00:00
user-0177,251,Văn hóa,SEARCH,2025-11-17T10:00:00+00:00
user-0193,569,Khởi nghiệp,VIEW,2025-11-17T12:00:00+00:00
user-0176,332,Công nghệ,SEARCH,2025-11-17T14:00:00+00:00
user-0200,483,Y tế,FOLLOW,2025-11-17T16:00:00+00:00
user-0068,481,Giáo dục,FOLLOW,2025-11-17T18:00:00+00:00
user-0079,56,Khởi nghiệp,VIEW,2025-11-17T20:00:00+00:00
user-0128,860,Văn hóa,VIEW,2025-11-17T22:00:00+00:00
user-0130,947,Công nghệ,VIEW,2025-11-18T00:00:00+00:00
user-0237,295,Y tế,SEARCH,2025-11-18T02:00:00+00:00
user-0234,202,Công nghệ,SEARCH,2025-11-18T04:00:00+00:00
user-0079,336,Giáo dục,FOLLOW,2025-11-18T06:00:00+00:00
user-0121,293,Y tế,VIEW,2025-11-18T08:00:00+00:00
user-0291,483,Y tế,VIEW,2025-11-18T10:00:00+00:00
user-0097,52,Giáo dục,SEARCH,2025-11-18T12:00:00+00:00
user-0136,368,Giáo dục,VIEW,2025-11-18T14:00:00+00:00
user-0232,903,Môi trường,SEARCH,2025-11-18T16:00:00+00:00
user-0033,683,Công nghệ,FOLLOW,2025-11-18T18:00:00+00:00
user-0256,184,Văn hóa,VIEW,2025-11-18T20:00:00+00:00
